Contract Type,Sales Org,Distribution Channel,Division,Purchase Org,Purchase Group,New Counterparty,External Ref,Inco1,Material,Plant,Quantity,UoM,Del From,Del To,Valuation Point,DPQS,Version,Validity Version,Timing,Gov Grades,Gov Weights,MoT,Tol Sched,Tol Typ,Exp Del Qty,UoM2,Intended Price Type,Trader,Side,Created On,Created At
YC3S,1000,10,03,1000,100,100000503,45841,FOB,10070,1000,104,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,9/28/2018,4:45:43 PM
YC3S,1000,10,03,1000,100,100000158,45952,FOB,10070,1001,52,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,DDIXON,V,10/1/2018,10:58:42 AM
YC3S,1000,10,03,1000,100,100000111,45974,FOB,10070,1000,26,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,VCHERUKO,V,10/1/2018,11:09:28 AM
YC3S,1000,10,05,1000,100,100000562,46134,DDP,10071,1000,"615,000",LB,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,PRICED,CFLYNN,V,10/2/2018,1:27:13 PM
YC3S,1000,10,05,1000,100,100000374,46138,DDP,10087,1005,"410,000",LB,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,NFE,CFLYNN,V,10/2/2018,1:34:36 PM
YC3S,1000,10,03,1000,100,100000372,46149,FOB,10070,1000,78,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,DDIXON,V,10/2/2018,11:53:00 AM
YC3S,1000,10,03,1000,100,100000356,46194,CIF,10070,1000,22,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,QTS_OU25%,03,,,PRICED,DDIXON,V,10/2/2018,12:50:26 PM
YC3S,1000,10,03,1000,100,100000517,46299,DDP,10086,1005,"1,000",STO,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,100,STO,NFE,CDUNLAP,V,10/2/2018,2:45:31 PM
YC3S,1000,10,03,1000,100,100000354,46325,FOB,10070,1001,26,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,CDUNLAP,V,10/2/2018,2:17:04 PM
YC3S,1000,10,03,1000,100,100000517,46355,DDP,10086,1005,"1,000",STO,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA MEAL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,100,STO,NFE,CDUNLAP,V,10/2/2018,3:07:53 PM
YC3S,1000,10,03,1000,100,100000463,46370,DDP,10070,1000,52,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,MVCARBONE,V,10/2/2018,4:33:34 PM
YC3S,1000,10,03,1000,100,100000372,46487,FOB,10070,1001,26,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,DDIXON,V,10/3/2018,9:14:37 AM
YC3S,1000,10,03,1000,100,100000372,46526,FOB,10070,1000,104,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,DDIXON,V,10/3/2018,10:35:38 AM
YC3S,1000,10,03,1000,100,100000498,46602,FOB,10070,1000,52,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,MVCARBONE,V,10/3/2018,1:26:37 PM
YC3S,1000,10,05,1000,100,100000376,46612,DDP,10071,1000,"1,980,000",LB,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,02,QTS_OU25%,03,,,NFE,PKINDALK,V,10/3/2018,1:59:05 PM
YC3S,1000,10,05,1000,100,100000376,46615,DDP,10071,1000,"6,528,000",LB,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,02,QTS_OU25%,03,,,NFE,PKINDALK,V,10/3/2018,2:05:27 PM
YC3S,1000,10,03,1000,100,100000471,46777,FOB,10070,1000,52,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/4/2018,10:19:30 AM
YC3S,1000,10,03,1000,100,100000471,46788,FOB,10070,1000,78,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,10/4/2018,10:28:06 AM
YC3S,1000,10,03,1000,100,100000541,46878,FOB,10070,1001,52,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,MVCARBONE,V,10/5/2018,8:58:04 AM
YC3S,1000,10,03,1000,100,100000541,46906,FOB,10070,1001,26,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,MVCARBONE,V,10/5/2018,10:24:05 AM
YC3S,1000,10,05,1000,100,100000465,46921,DDP,10071,1000,"205,000",LB,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,NFE,PKINDALK,V,10/5/2018,11:01:41 AM
YC3S,1000,10,03,1000,100,100000400,46956,FOB,10070,1000,130,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,FLAT,MVCARBONE,V,10/5/2018,1:23:13 PM
YC3S,1000,10,03,1000,100,100000554,47011,DDP,10070,1000,42,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,QTS_OU25%,03,,,NFE,DDIXON,V,10/5/2018,3:34:50 PM
YC3S,1000,10,03,1000,100,100000158,47061,FOB,10070,1001,52,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,DDIXON,V,10/8/2018,9:00:09 AM
YC3S,1000,10,03,1000,100,100000302,47074,FOB,10070,1000,26,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/8/2018,10:44:58 AM
YC3S,1000,10,03,1000,100,100000428,47150,DDP,10070,1000,100,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,100,STO,FLAT,CDUNLAP,V,10/8/2018,4:08:24 PM
YC3S,1000,10,03,1000,100,100000428,47155,DDP,10070,1001,500,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,100,STO,FLAT,CDUNLAP,V,10/8/2018,4:10:49 PM
YC3S,1000,10,03,1000,100,100000422,47169,FOB,10070,1000,26,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,VCHERUKO,V,10/9/2018,9:54:57 AM
YC3S,1000,10,05,1000,100,100000436,47222,DDP,10087,1005,"410,000",LB,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,NFE,ATSURVE,V,10/9/2018,12:57:43 PM
YC3S,1000,10,03,1000,100,100000393,47252,DDP,10070,1001,"2,800",STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,100,STO,NFE,ZZAMAN,V,10/9/2018,3:52:51 PM
YC3S,1000,10,03,1000,100,100000337,47280,DDP,10070,1000,10,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,QTS_OU25%,03,,,PRICED,DDIXON,V,10/10/2018,12:33:30 PM
YC3S,1000,10,03,1000,100,100000337,47314,FOB,10070,1000,5,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,QTS_OU25%,03,,,PRICED,DDIXON,V,10/10/2018,12:38:58 PM
YC3S,1000,10,03,1000,100,100000418,47345,FOB,10070,1000,104,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,MVCARBONE,V,10/10/2018,2:05:12 PM
YC3S,1000,10,03,1000,100,100000375,47362,FOB,10070,1000,52,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,PKEITER,V,10/10/2018,2:54:47 PM
YC3S,1000,10,05,1000,100,100000465,47391,DDP,10071,1000,"96,000",LB,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,"48,000",LB,PRICED,ATSURVE,V,10/11/2018,9:50:42 AM
YC3S,1000,10,03,1000,100,100000372,47406,FOB,10070,1000,52,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,MVCARBONE,V,10/11/2018,11:24:36 AM
YC3S,1000,10,03,1000,100,100000571,47484,FOB,10070,1000,78,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,MVCARBONE,V,10/12/2018,11:35:52 AM
YC3S,1000,10,03,1000,100,100000587,47545,DDP,10070,1000,250,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,QTS_OU25%,03,,,PRICED,DDIXON,V,10/12/2018,2:34:54 PM
YC3S,1000,10,03,1000,100,100000302,47554,FOB,10070,1000,26,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/12/2018,2:49:21 PM
YC3S,1000,10,03,1000,100,100000587,47574,DDP,10070,1000,250,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,02,QTS_OU25%,03,,,PRICED,DDIXON,V,10/12/2018,3:04:49 PM
YC3S,1000,10,03,1000,100,100000386,47600,DDP,10086,1005,"1,500",STO,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA MEAL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,100,STO,NFE,CDUNLAP,V,10/12/2018,3:32:23 PM
YC3S,1000,10,03,1000,100,100000386,47612,DDP,10086,1005,700,STO,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA MEAL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,100,STO,NFE,CDUNLAP,V,10/12/2018,3:48:48 PM
YC3S,1000,10,03,1000,100,100000386,47624,DDP,10086,1005,500,STO,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA MEAL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,100,STO,NFE,CDUNLAP,V,10/12/2018,4:02:10 PM
YC3S,1000,10,03,1000,100,100000392,47692,DDP,10070,1001,104,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/15/2018,11:12:30 AM
YC3S,1000,10,03,1000,100,100000158,47785,FOB,10070,1001,52,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,DDIXON,V,10/15/2018,2:49:14 PM
YC3S,1000,10,03,1000,100,100000372,47870,FOB,10070,1001,26,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/16/2018,12:59:45 PM
YC3S,1000,10,03,1000,100,100000350,47889,DDP,10070,1000,520,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ALHEBERT,V,10/16/2018,1:35:29 PM
YC3S,1000,10,05,1000,100,100000348,47931,DDP,10087,1005,"615,000",LB,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,NFE,PKINDALK,V,10/16/2018,2:37:59 PM
YC3S,1000,10,05,1000,100,100000348,47932,DDP,10087,1005,"410,000",LB,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,PRICED,PKINDALK,V,10/16/2018,2:39:38 PM
YC3S,1000,10,05,1000,100,100000562,47944,DDP,10071,1000,"615,000",LB,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,PRICED,CFLYNN,V,10/17/2018,10:15:03 AM
YC3S,1000,10,05,1000,100,100000348,48014,DDP,10087,1005,"615,000",LB,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,PRICED,CFLYNN,V,10/17/2018,12:50:35 PM
YC3S,1000,10,03,1000,100,100000089,48102,FOB,10070,1001,25,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,25,STO,PRICED,VCHERUKO,V,10/18/2018,9:10:03 AM
YC3S,1000,10,03,1000,100,100000091,48114,FOB,10070,1001,25,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,25,STO,PRICED,VCHERUKO,V,10/18/2018,9:33:34 AM
YC3S,1000,10,05,1000,100,100000454,48126,DDP,10087,1005,"820,000",LB,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,PRICED,CFLYNN,V,10/18/2018,11:03:33 AM
YC3S,1000,10,05,1000,100,100000454,48129,DDP,10087,1005,"2,665,000",LB,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,PRICED,CFLYNN,V,10/18/2018,11:11:10 AM
YC3S,1000,10,05,1000,100,100000315,48145,DDP,10071,1000,"624,000",LB,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,"48,000",LB,PRICED,ATSURVE,V,10/18/2018,11:32:42 AM
YC3S,1000,10,05,1000,100,100000454,48163,DDP,10087,1005,"1,230,000",LB,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,PRICED,CFLYNN,V,10/18/2018,11:27:05 AM
YC3S,1000,10,05,1000,100,100000454,48167,DDP,10087,1005,"820,000",LB,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,PRICED,CFLYNN,V,10/18/2018,11:33:48 AM
YC3S,1000,10,03,1000,100,100000471,48253,FOB,10070,1000,52,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/18/2018,4:12:08 PM
YC3S,1000,10,03,1000,100,100000540,48305,FOB,10070,1001,8,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,QTS_OU25%,03,,,PRICED,ALHEBERT,V,10/19/2018,9:49:05 AM
YC3S,1000,10,05,1000,100,100000288,48312,DDP,10071,1000,"192,000",LB,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,"48,000",LB,PRICED,CFLYNN,V,10/19/2018,10:03:54 AM
YC3S,1000,10,05,1000,100,100000306,48334,DDP,10071,1000,"864,000",LB,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,"48,000",LB,NFE,CFLYNN,V,10/19/2018,1:11:32 PM
YC3S,1000,10,03,1000,100,100000418,48351,FOB,10070,1000,26,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ALHEBERT,V,10/19/2018,12:01:09 PM
YC3S,1000,10,05,1000,100,100000425,48385,DDP,10087,1005,"3,000,000",LB,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,QTS_OU25%,03,,,NFE,CFLYNN,V,10/19/2018,1:35:34 PM
YC3S,1000,10,05,1000,100,100000308,48531,DDP,10087,1005,"555,000",LB,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"185,000",LB,NFE,ATSURVE,V,10/22/2018,8:44:54 AM
YC3S,1000,10,03,1000,100,100000514,48599,FOB,10070,1000,26,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,MVCARBONE,V,10/22/2018,11:03:09 AM
YC3S,1000,10,03,1000,100,100000392,48620,DDP,10070,1000,78,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/22/2018,11:59:00 AM
YC3S,1000,10,03,1000,100,100000508,48665,FOB,10070,1001,26,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,DDIXON,V,10/22/2018,1:40:26 PM
YC3S,1000,10,03,1000,100,100000380,48871,DDP,10070,1001,"4,000",STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,100,STO,NFE,ALHEBERT,V,10/23/2018,9:21:35 AM
YC3S,1000,10,03,1000,100,100000291,48906,FOB,10070,1000,234,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/23/2018,11:12:53 AM
YC3S,1000,10,05,1000,100,100000359,48951,DDP,10071,1000,"1,480,000",LB,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"185,000",LB,PRICED,PKINDALK,V,10/23/2018,1:08:13 PM
YC3S,1000,10,05,1000,100,100000359,48955,DDP,10071,1000,"336,000",LB,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,"48,000",LB,PRICED,PKINDALK,V,10/23/2018,1:12:23 PM
YC3S,1000,10,05,1000,100,100000465,49166,DDP,10087,1005,"205,000",LB,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,PRICED,PKINDALK,V,10/24/2018,11:30:43 AM
YC3S,1000,10,03,1000,100,100000521,49339,FOB,10070,1000,104,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,MVCARBONE,V,10/25/2018,9:01:42 AM
YC3S,1000,10,03,1000,100,100000362,49367,DDP,10070,1001,"2,000",STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,100,STO,NFE,ALHEBERT,V,10/25/2018,9:46:13 AM
YC3S,1000,10,03,1000,100,100000541,49397,FOB,10070,1001,52,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/25/2018,11:15:16 AM
YC3S,1000,10,03,1000,100,100000541,49414,FOB,10070,1001,26,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/25/2018,11:23:53 AM
YC3S,1000,10,03,1000,100,100000372,49461,FOB,10070,1000,52,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/25/2018,12:59:51 PM
YC3S,1000,10,03,1000,100,100000372,49472,FOB,10070,1000,52,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/25/2018,1:21:43 PM
YC3S,1000,10,03,1000,100,100000372,49483,FOB,10070,1000,52,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/25/2018,1:28:09 PM
YC3S,1000,10,03,1000,100,100000310,49489,FOB,10070,1000,26,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/25/2018,1:56:20 PM
YC3S,1000,10,03,1000,100,100000541,49504,FOB,10070,1001,26,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/25/2018,2:08:47 PM
YC3S,1000,10,03,1000,100,100000417,49548,DDP,10086,1005,500,STO,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA MEAL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,100,STO,PRICED,CDUNLAP,V,10/25/2018,3:35:13 PM
YC3S,1000,10,03,1000,100,100000418,49662,FOB,10070,1000,26,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,DDIXON,V,10/26/2018,8:43:17 AM
YC3S,1000,10,03,1000,100,100000541,49712,FOB,10070,1001,26,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/26/2018,9:52:16 AM
YC3S,1000,10,03,1000,100,100000418,49760,FOB,10070,1000,26,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/26/2018,1:16:26 PM
YC3S,1000,10,03,1000,100,100000339,49819,FOB,10070,1001,26,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/26/2018,3:36:47 PM
YC3S,1000,10,03,1000,100,100000320,50033,DDP,10070,1000,400,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,100,STO,NFE,ALHEBERT,V,10/29/2018,8:12:32 AM
YC3S,1000,10,05,1000,100,100000333,50105,DDP,10087,1005,"205,000",LB,7/1/2019,7/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,PRICED,PKINDALK,V,10/29/2018,1:54:49 PM
YC3S,1000,10,03,1000,100,100000537,50115,FOB,10070,1000,260,STO,7/1/2019,7/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ALHEBERT,V,10/29/2018,1:29:25 PM
YC3S,1000,10,03,1000,100,100000372,50240,FOB,10070,1001,26,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/30/2018,9:19:54 AM
YC3S,1000,10,03,1000,100,100000353,50415,DDP,10070,1001,"4,000",STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,100,STO,NFE,ALHEBERT,V,10/30/2018,3:41:51 PM
YC3S,1000,10,03,1000,100,100000339,50417,FOB,10070,1001,26,STO,7/1/2019,7/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,10/30/2018,3:43:52 PM
