Contract Type,Sales Org,Distribution Channel,Division,Purchase Org,Purchase Group,New Counterparty,External Ref,Inco1,Material,Plant,Quantity,UoM,Del From,Del To,Valuation Point,DPQS,Version,Validity Version,Timing,Gov Grades,Gov Weights,MoT,Tol Sched,Tol Typ,Exp Del Qty,UoM2,Intended Price Type,Trader,Side,Created On,Created At
YC3S,1000,10,03,1000,100,100000541,50659,FOB,10070,1001,52,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/1/2018,10:03:10 AM
YC3S,1000,10,05,1000,100,100000306,50680,DDP,10087,1005,"2,050,000",LB,5/1/2019,5/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,NFE,CFLYNN,V,11/1/2018,10:26:39 AM
YC3S,1000,10,03,1000,100,100000391,50755,FOB,10070,1001,130,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,12:24:31 PM
YC3S,1000,10,03,1000,100,100000391,50761,FOB,10070,1001,520,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,12:31:58 PM
YC3S,1000,10,03,1000,100,100000391,50763,FOB,10070,1001,520,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,12:33:24 PM
YC3S,1000,10,03,1000,100,100000391,50764,FOB,10070,1001,520,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,12:34:29 PM
YC3S,1000,10,03,1000,100,100000391,50778,FOB,10070,1001,520,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,12:47:38 PM
YC3S,1000,10,03,1000,100,100000391,50784,FOB,10070,1001,520,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,12:52:58 PM
YC3S,1000,10,03,1000,100,100000391,50789,FOB,10070,1001,728,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,12:57:56 PM
YC3S,1000,10,03,1000,100,100000391,50794,FOB,10070,1001,520,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,1:01:17 PM
YC3S,1000,10,03,1000,100,100000391,50800,FOB,10070,1001,85,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,17,STO,NFE,ZZAMAN,V,11/1/2018,1:07:20 PM
YC3S,1000,10,03,1000,100,100000391,50804,FOB,10070,1001,52,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,13,STO,NFE,ZZAMAN,V,11/1/2018,1:10:12 PM
YC3S,1000,10,03,1000,100,100000391,50809,FOB,10070,1000,520,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,1:15:54 PM
YC3S,1000,10,03,1000,100,100000391,50810,FOB,10070,1000,520,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,1:16:47 PM
YC3S,1000,10,03,1000,100,100000391,50820,FOB,10070,1000,650,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,1:26:14 PM
YC3S,1000,10,05,1000,100,100000316,50826,DDP,10087,1005,"820,000",LB,5/1/2019,5/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,NFE,CFLYNN,V,11/1/2018,1:30:06 PM
YC3S,1000,10,03,1000,100,100000391,50829,FOB,10070,1000,312,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,1:31:36 PM
YC3S,1000,10,03,1000,100,100000391,50848,FOB,10070,1000,"2,600",STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,1:36:56 PM
YC3S,1000,10,05,1000,100,100000316,50849,DDP,10087,1005,"1,230,000",LB,5/1/2019,5/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,NFE,CFLYNN,V,11/1/2018,1:38:40 PM
YC3S,1000,10,03,1000,100,100000391,50865,FOB,10070,1000,520,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,1:52:45 PM
YC3S,1000,10,03,1000,100,100000391,50866,FOB,10070,1000,520,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,1:53:36 PM
YC3S,1000,10,03,1000,100,100000391,50867,FOB,10070,1000,520,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,1:54:35 PM
YC3S,1000,10,03,1000,100,100000391,50868,FOB,10070,1000,520,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,1:56:26 PM
YC3S,1000,10,03,1000,100,100000391,50869,FOB,10070,1000,520,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,1:57:15 PM
YC3S,1000,10,03,1000,100,100000391,50870,FOB,10070,1000,650,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,1:58:10 PM
YC3S,1000,10,03,1000,100,100000391,50872,FOB,10070,1000,650,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/1/2018,1:58:59 PM
YC3S,1000,10,03,1000,100,100000400,50903,FOB,10070,1000,130,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,FLAT,MVCARBONE,V,11/1/2018,2:18:23 PM
YC3S,1000,10,03,1000,100,100000541,51041,FOB,10070,1001,54,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,27,STO,PRICED,MVCARBONE,V,11/2/2018,10:47:36 AM
YC3S,1000,10,05,1000,100,100000333,51046,DDP,10087,1005,"410,000",LB,5/1/2019,5/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,NFE,PKINDALK,V,11/2/2018,11:19:47 AM
YC3S,1000,10,05,1000,100,100000333,51049,DDP,10087,1005,"410,000",LB,5/1/2019,5/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,NFE,PKINDALK,V,11/2/2018,11:36:59 AM
YC3S,1000,10,03,1000,100,100000456,51069,FOB,10070,1000,78,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,VCHERUKO,V,11/2/2018,1:17:05 PM
YC3S,1000,10,05,1000,100,100000454,51084,DDP,10087,1005,"370,000",LB,5/1/2019,5/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"185,000",LB,PRICED,PKINDALK,V,11/2/2018,12:41:59 PM
YC3S,1000,10,05,1000,100,100000316,51189,DDP,10071,1000,"185,000",LB,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"185,000",LB,NFE,CFLYNN,V,11/5/2018,9:45:25 AM
YC3S,1000,10,03,1000,100,100000541,51206,FOB,10070,1001,26,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,MVCARBONE,V,11/5/2018,10:33:21 AM
YC3S,1000,10,03,1000,100,100000372,51234,FOB,10070,1001,78,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,MVCARBONE,V,11/5/2018,12:12:11 PM
YC3S,1000,10,03,1000,100,100000362,51271,DDP,10070,1000,416,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ALHEBERT,V,11/5/2018,1:07:18 PM
YC3S,1000,10,05,1000,100,100000380,51275,DDP,10071,1000,"240,000",LB,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,"48,000",LB,PRICED,ATSURVE,V,11/5/2018,1:14:48 PM
YC3S,1000,10,03,1000,100,100000452,51409,FOB,10070,1001,130,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/6/2018,12:07:00 PM
YC3S,1000,10,05,1000,100,100000454,51441,DDP,10087,1005,"205,000",LB,5/1/2019,5/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,PRICED,PKINDALK,V,11/6/2018,1:41:05 PM
YC3S,1000,10,05,1000,100,100000454,51444,DDP,10087,1005,"410,000",LB,5/1/2019,5/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,PRICED,PKINDALK,V,11/6/2018,1:45:59 PM
YC3S,1000,10,03,1000,100,100000287,51487,FOB,10070,1001,26,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/8/2018,8:45:52 AM
YC3S,1000,10,03,1000,100,100000506,51521,FOB,10070,1000,208,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,FLAT,ZZAMAN,V,11/7/2018,10:23:09 AM
YC3S,1000,10,03,1000,100,100000506,51525,FOB,10070,1001,52,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,FLAT,ZZAMAN,V,11/7/2018,10:25:08 AM
YC3S,1000,10,05,1000,100,100000427,51654,DDP,10071,1000,"384,000",LB,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,"48,000",LB,PRICED,PKINDALK,V,11/8/2018,1:38:37 PM
YC3S,1000,10,03,1000,100,100000523,51666,DDP,10070,1000,300,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,100,STO,NFE,ALHEBERT,V,11/8/2018,2:46:44 PM
YC3S,1000,10,03,1000,100,100000592,51685,FOB,10070,1001,130,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/8/2018,3:19:37 PM
YC3S,1000,10,03,1000,100,100000355,51706,FOB,10070,1000,648,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,27,STO,NFE,CDUNLAP,V,11/8/2018,3:42:46 PM
YC3S,1000,10,03,1000,100,100000515,51718,FOB,10070,1000,26,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/9/2018,9:11:15 AM
YC3S,1000,10,03,1000,100,100000463,51730,DDP,10070,1000,78,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/9/2018,9:23:14 AM
YC3S,1000,10,03,1000,100,100000591,51843,FOB,10070,1000,52,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/12/2018,8:08:33 AM
YC3S,1000,10,03,1000,100,100000449,51859,FOB,10070,1000,310,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,QTS_OU25%,03,,,PRICED,DDIXON,V,11/12/2018,8:51:59 AM
YC3S,1000,10,05,1000,100,100000327,51930,DDP,10071,1000,"1,200,000",LB,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,"48,000",LB,PRICED,ATSURVE,V,11/12/2018,2:12:36 PM
YC3S,1000,10,03,1000,100,100000537,52033,FOB,10070,1000,520,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/13/2018,3:18:52 PM
YC3S,1000,10,05,1000,100,100000289,52115,DDP,10071,1000,"336,000",LB,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,"48,000",LB,PRICED,ATSURVE,V,11/14/2018,10:55:07 AM
YC3S,1000,10,03,1000,100,100000344,52129,FOB,10070,1000,21,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,QTS_OU25%,03,,,PRICED,DDIXON,V,11/14/2018,1:09:41 PM
YC3S,1000,10,03,1000,100,100000541,52131,FOB,10070,1001,26,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/14/2018,12:27:22 PM
YC3S,1000,10,03,1000,100,100000372,52137,FOB,10070,1001,26,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/14/2018,1:17:50 PM
YC3S,1000,10,03,1000,100,100000541,52256,FOB,10070,1000,26,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/15/2018,1:18:57 PM
YC3S,1000,10,05,1000,100,100000543,52293,DDP,10087,1005,"3,000,000",LB,5/1/2019,5/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,01,QTS_OU25%,03,,,FLAT,JSMITH,V,11/15/2018,3:21:56 PM
YC3S,1000,10,03,1000,100,100000400,52374,FOB,10070,1000,78,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,MVCARBONE,V,11/16/2018,1:06:11 PM
YC3S,1000,10,03,1000,100,100000472,52426,FOB,10070,1000,22,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,03,QTS_OU25%,03,,,PRICED,DDIXON,V,11/19/2018,1:33:56 PM
YC3S,1000,10,03,1000,100,100000540,52442,FOB,10070,1001,26,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/19/2018,10:03:59 AM
YC3S,1000,10,03,1000,100,100000418,52531,FOB,10070,1000,26,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/20/2018,8:47:13 AM
YC3S,1000,10,03,1000,100,100000372,52538,FOB,10070,1000,26,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/20/2018,9:44:13 AM
YC3S,1000,10,05,1000,100,100000377,52630,DDP,10071,1000,"84,000",LB,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,"42,000",LB,PRICED,CFLYNN,V,11/21/2018,12:53:17 PM
YC3S,1000,10,03,1000,100,100000429,52639,FOB,10070,1000,60,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,20,STO,PRICED,CDUNLAP,V,11/23/2018,10:08:15 AM
YC3S,1000,10,03,1000,100,100000405,52808,FOB,10070,1000,26,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/26/2018,1:26:11 PM
YC3S,1000,10,03,1000,100,100000386,52835,DDP,10086,1005,500,STO,5/1/2019,5/31/2019,US_ND_ENDERLIN,AGPATH CANOLA MEAL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,100,STO,NFE,CDUNLAP,V,11/26/2018,3:27:31 PM
YC3S,1000,10,03,1000,100,100000558,52893,FOB,10070,1000,"1,170",STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,NFE,ZZAMAN,V,11/27/2018,9:41:26 AM
YC3S,1000,10,03,1000,100,100000372,52966,FOB,10070,1001,78,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/27/2018,1:02:56 PM
YC3S,1000,10,03,1000,100,100000372,52987,FOB,10070,1000,78,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/27/2018,1:46:15 PM
YC3S,1000,10,03,1000,100,100000509,53038,FOB,10070,1001,135,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,27,STO,PRICED,VCHERUKO,V,11/28/2018,8:51:13 AM
YC3S,1000,10,03,1000,100,100000547,53070,FOB,10070,1000,125,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,QTS_OU25%,03,,,PRICED,DDIXON,V,11/28/2018,9:52:57 AM
YC3S,1000,10,03,1000,100,100000401,53119,FOB,10070,1000,26,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,VCHERUKO,V,11/28/2018,11:56:24 AM
YC3S,1000,10,05,1000,100,100000454,53136,DDP,10087,1005,"205,000",LB,5/1/2019,5/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,PRICED,CFLYNN,V,11/28/2018,12:52:49 PM
YC3S,1000,10,05,1000,100,100000407,53202,DDP,10087,1005,"2,255,000",LB,5/1/2019,5/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,"205,000",LB,PRICED,PKINDALK,V,11/28/2018,1:02:19 PM
YC3S,1000,10,03,1000,100,100000521,53220,FOB,10070,1000,26,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/28/2018,1:55:08 PM
YC3S,1000,10,05,1000,100,100000330,53231,DDP,10087,1005,"3,075,000",LB,5/1/2019,5/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,02,QTS_OU25%,03,,,NFE,CFLYNN,V,11/28/2018,1:27:39 PM
YC3S,1000,10,03,1000,100,100000521,53250,FOB,10070,1001,130,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/28/2018,2:13:32 PM
YC3S,1000,10,03,1000,100,100000380,53312,DDP,10070,1001,"4,000",STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,100,STO,NFE,ALHEBERT,V,11/29/2018,8:08:33 AM
YC3S,1000,10,03,1000,100,100000085,53456,FOB,10070,1000,52,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,VCHERUKO,V,11/29/2018,4:09:59 PM
YC3S,1000,10,03,1000,100,100000389,53576,FOB,10070,1000,26,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,11/30/2018,1:33:26 PM
YC3S,1000,10,03,1000,100,100000158,53625,FOB,10070,1000,50,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,25,STO,PRICED,ZZAMAN,V,11/30/2018,2:23:22 PM
YC3S,1000,10,05,1000,100,100000332,53670,DDP,10071,1000,"1,480,000",LB,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,02,QTS_OU25%,03,,,NFE,ATSURVE,V,12/3/2018,9:45:55 AM
YC3S,1000,10,05,1000,100,100000332,53746,DDP,10071,1000,"3,280,000",LB,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,02,QTS_OU25%,03,,,NFE,ATSURVE,V,12/3/2018,10:11:44 AM
YC3S,1000,10,05,1000,100,100000454,53796,FOB,10087,1005,"96,000",LB,5/1/2019,5/31/2019,US_ND_ENDERLIN,AGPATH CANOLA OIL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,"48,000",LB,PRICED,PKINDALK,V,12/3/2018,12:38:53 PM
YC3S,1000,10,03,1000,100,100000151,53858,FOB,10070,1000,26,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,PRICED,ZZAMAN,V,12/3/2018,11:51:28 AM
YC3S,1000,10,03,1000,100,100000356,53932,FOB,10070,1000,22,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,QTS_OU25%,03,,,PRICED,DDIXON,V,12/3/2018,1:31:27 PM
YC3S,1000,10,03,1000,100,100000472,53936,FOB,10070,1000,22,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,QTS_OU25%,03,,,PRICED,DDIXON,V,12/3/2018,1:39:46 PM
YC3S,1000,10,03,1000,100,100000357,54015,FOB,10070,1000,63,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,QTS_OU25%,03,,,PRICED,DDIXON,V,12/4/2018,9:16:17 AM
YC3S,1000,10,03,1000,100,100000523,54120,DDP,10070,1000,200,STO,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,02,VTS_01_001,01,100,STO,NFE,ALHEBERT,V,12/4/2018,1:29:20 PM
YC3S,1000,10,05,1000,100,100000427,54228,DDP,10071,1000,"384,000",LB,5/1/2019,5/31/2019,US_MN_MANKATO,AGPATH CRUDE SOYBEAN OIL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,"48,000",LB,PRICED,ATSURVE,V,12/5/2018,10:02:29 AM
YC3S,1000,10,03,1000,100,100000372,54247,FOB,10070,1001,78,STO,5/1/2019,5/31/2019,US_MN_FAIRMONT,AGPATH SOYBEAN MEAL,1,1,L,ZOHA,ZOHW,01,VTS_01_001,01,26,STO,FLAT,CDUNLAP,V,12/5/2018,12:03:24 PM
